diagnosis_code,description,severity_level,service
R40.2121,"Coma scale, eyes open, to pain, in the field [EMT or ambulance]",MCC,Symptoms/Signs/Abnormal Findings
R40.2122,"Coma scale, eyes open, to pain, at arrival to emergency department",MCC,Symptoms/Signs/Abnormal Findings
R40.2123,"Coma scale, eyes open, to pain, at hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2124,"Coma scale, eyes open, to pain, 24 hours or more after hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2210,"Coma scale, best verbal response, none, unspecified time",MCC,Symptoms/Signs/Abnormal Findings
R40.2211,"Coma scale, best verbal response, none, in the field [EMT or ambulance]",MCC,Symptoms/Signs/Abnormal Findings
R40.2212,"Coma scale, best verbal response, none, at arrival to emergency department",MCC,Symptoms/Signs/Abnormal Findings
R40.2213,"Coma scale, best verbal response, none, at hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2214,"Coma scale, best verbal response, none, 24 hours or more after hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2220,"Coma scale, best verbal response, incomprehensible words, unspecified time",MCC,Symptoms/Signs/Abnormal Findings
R40.2221,"Coma scale, best verbal response, incomprehensible words, in the field [EMT or ambulance]",MCC,Symptoms/Signs/Abnormal Findings
R40.2222,"Coma scale, best verbal response, incomprehensible words, at arrival to emergency department",MCC,Symptoms/Signs/Abnormal Findings
R40.2223,"Coma scale, best verbal response, incomprehensible words, at hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2224,"Coma scale, best verbal response, incomprehensible words, 24 hours or more after hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2310,"Coma scale, best motor response, none, unspecified time",MCC,Symptoms/Signs/Abnormal Findings
R40.2311,"Coma scale, best motor response, none, in the field [EMT or ambulance]",MCC,Symptoms/Signs/Abnormal Findings
R40.2312,"Coma scale, best motor response, none, at arrival to emergency department",MCC,Symptoms/Signs/Abnormal Findings
R40.2313,"Coma scale, best motor response, none, at hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2314,"Coma scale, best motor response, none, 24 hours or more after hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2320,"Coma scale, best motor response, extension, unspecified time",MCC,Symptoms/Signs/Abnormal Findings
R40.2321,"Coma scale, best motor response, extension, in the field [EMT or ambulance]",MCC,Symptoms/Signs/Abnormal Findings
R40.2322,"Coma scale, best motor response, extension, at arrival to emergency department",MCC,Symptoms/Signs/Abnormal Findings
R40.2323,"Coma scale, best motor response, extension, at hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2324,"Coma scale, best motor response, extension, 24 hours or more after hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2340,"Coma scale, best motor response, flexion withdrawal, unspecified time",MCC,Symptoms/Signs/Abnormal Findings
R40.2341,"Coma scale, best motor response, flexion withdrawal, in the field [EMT or ambulance]",MCC,Symptoms/Signs/Abnormal Findings
R40.2342,"Coma scale, best motor response, flexion withdrawal, at arrival to emergency department",MCC,Symptoms/Signs/Abnormal Findings
R40.2343,"Coma scale, best motor response, flexion withdrawal, at hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2344,"Coma scale, best motor response, flexion withdrawal, 24 hours or more after hospital admission",MCC,Symptoms/Signs/Abnormal Findings
R40.2A,Nontraumatic coma due to underlying condition,MCC,Symptoms/Signs/Abnormal Findings
R53.2,Functional quadriplegia,MCC,Symptoms/Signs/Abnormal Findings
R57.0,Cardiogenic shock,MCC,Symptoms/Signs/Abnormal Findings
R57.1,Hypovolemic shock,MCC,Symptoms/Signs/Abnormal Findings
R57.8,Other shock,MCC,Symptoms/Signs/Abnormal Findings
R65.11,Systemic inflammatory response syndrome (SIRS) of non-infectious origin with acute organ dysfunction,MCC,Symptoms/Signs/Abnormal Findings
R65.20,Severe sepsis without septic shock,MCC,Symptoms/Signs/Abnormal Findings
R65.21,Severe sepsis with septic shock,MCC,Symptoms/Signs/Abnormal Findings
S02.0XXB,"Fracture of vault of skull, initial encounter for open fracture",MCC,Injury/Poisoning
S02.101B,"Fracture of base of skull, right side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.102B,"Fracture of base of skull, left side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.109B,"Fracture of base of skull, unspecified side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.110B,"Type I occipital condyle fracture, unspecified side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.111B,"Type II occipital condyle fracture, unspecified side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.112B,"Type III occipital condyle fracture, unspecified side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.113B,"Unspecified occipital condyle fracture, initial encounter for open fracture",MCC,Injury/Poisoning
S02.118B,"Other fracture of occiput, unspecified side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.119B,"Unspecified fracture of occiput, initial encounter for open fracture",MCC,Injury/Poisoning
S02.11AB,"Type I occipital condyle fracture, right side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.11BB,"Type I occipital condyle fracture, left side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.11CB,"Type II occipital condyle fracture, right side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.11DB,"Type II occipital condyle fracture, left side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.11EB,"Type III occipital condyle fracture, right side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.11FB,"Type III occipital condyle fracture, left side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.11GB,"Other fracture of occiput, right side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.11HB,"Other fracture of occiput, left side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.121B,"Fracture of orbital roof, right side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.122B,"Fracture of orbital roof, left side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.129B,"Fracture of orbital roof, unspecified side, initial encounter for open fracture",MCC,Injury/Poisoning
S02.19XB,"Other fracture of base of skull, initial encounter for open fracture",MCC,Injury/Poisoning
S02.91XB,"Unspecified fracture of skull, initial encounter for open fracture",MCC,Injury/Poisoning
S06.1X0A,"Traumatic cerebral edema without loss of consciousness, initial encounter",MCC,Injury/Poisoning
S06.1X1A,"Traumatic cerebral edema with loss of consciousness of 30 minutes or less, initial encounter",MCC,Injury/Poisoning
S06.1X2A,"Traumatic cerebral edema with loss of consciousness of 31 minutes to 59 minutes, initial encounter",MCC,Injury/Poisoning
S06.1X3A,"Traumatic cerebral edema with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",MCC,Injury/Poisoning
S06.1X4A,"Traumatic cerebral edema with loss of consciousness of 6 hours to 24 hours, initial encounter",MCC,Injury/Poisoning
S06.1X5A,"Traumatic cerebral edema with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",MCC,Injury/Poisoning
S06.1X6A,"Traumatic cerebral edema with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",MCC,Injury/Poisoning
S06.1X7A,"Traumatic cerebral edema with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.1X8A,"Traumatic cerebral edema with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.1X9A,"Traumatic cerebral edema with loss of consciousness of unspecified duration, initial encounter",MCC,Injury/Poisoning
S06.1XAA,"Traumatic cerebral edema with loss of consciousness status unknown, initial encounter",MCC,Injury/Poisoning
S06.2X6A,"Diffuse traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",MCC,Injury/Poisoning
S06.2X7A,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.2X8A,"Diffuse traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.306A,"Unspecified focal traumatic brain injury with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",MCC,Injury/Poisoning
S06.307A,"Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.308A,"Unspecified focal traumatic brain injury with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.310A,"Contusion and laceration of right cerebrum without loss of consciousness, initial encounter",MCC,Injury/Poisoning
S06.311A,"Contusion and laceration of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter",MCC,Injury/Poisoning
S06.312A,"Contusion and laceration of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter",MCC,Injury/Poisoning
S06.313A,"Contusion and laceration of right cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",MCC,Injury/Poisoning
S06.314A,"Contusion and laceration of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter",MCC,Injury/Poisoning
S06.315A,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",MCC,Injury/Poisoning
S06.316A,"Contusion and laceration of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",MCC,Injury/Poisoning
S06.317A,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.318A,"Contusion and laceration of right cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.319A,"Contusion and laceration of right cerebrum with loss of consciousness of unspecified duration, initial encounter",MCC,Injury/Poisoning
S06.31AA,"Contusion and laceration of right cerebrum with loss of consciousness status unknown, initial encounter",MCC,Injury/Poisoning
S06.320A,"Contusion and laceration of left cerebrum without loss of consciousness, initial encounter",MCC,Injury/Poisoning
S06.321A,"Contusion and laceration of left cerebrum with loss of consciousness of 30 minutes or less, initial encounter",MCC,Injury/Poisoning
S06.322A,"Contusion and laceration of left cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter",MCC,Injury/Poisoning
S06.323A,"Contusion and laceration of left cerebrum with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",MCC,Injury/Poisoning
S06.324A,"Contusion and laceration of left cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter",MCC,Injury/Poisoning
S06.325A,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",MCC,Injury/Poisoning
S06.326A,"Contusion and laceration of left cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",MCC,Injury/Poisoning
S06.327A,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.328A,"Contusion and laceration of left cerebrum with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.329A,"Contusion and laceration of left cerebrum with loss of consciousness of unspecified duration, initial encounter",MCC,Injury/Poisoning
S06.32AA,"Contusion and laceration of left cerebrum with loss of consciousness status unknown, initial encounter",MCC,Injury/Poisoning
S06.330A,"Contusion and laceration of cerebrum, unspecified, without loss of consciousness, initial encounter",MCC,Injury/Poisoning
S06.331A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 30 minutes or less, initial encounter",MCC,Injury/Poisoning
S06.332A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 31 minutes to 59 minutes, initial encounter",MCC,Injury/Poisoning
S06.333A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 1 hour to 5 hours 59 minutes, initial encounter",MCC,Injury/Poisoning
S06.334A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of 6 hours to 24 hours, initial encounter",MCC,Injury/Poisoning
S06.335A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",MCC,Injury/Poisoning
S06.336A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",MCC,Injury/Poisoning
S06.337A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration with death due to brain injury prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.338A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of any duration with death due to other cause prior to regaining consciousness, initial encounter",MCC,Injury/Poisoning
S06.339A,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness of unspecified duration, initial encounter",MCC,Injury/Poisoning
S06.33AA,"Contusion and laceration of cerebrum, unspecified, with loss of consciousness status unknown, initial encounter",MCC,Injury/Poisoning
S06.340A,"Traumatic hemorrhage of right cerebrum without loss of consciousness, initial encounter",MCC,Injury/Poisoning
S06.341A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 30 minutes or less, initial encounter",MCC,Injury/Poisoning
S06.342A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 31 minutes to 59 minutes, initial encounter",MCC,Injury/Poisoning
S06.343A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 1 hours to 5 hours 59 minutes, initial encounter",MCC,Injury/Poisoning
S06.344A,"Traumatic hemorrhage of right cerebrum with loss of consciousness of 6 hours to 24 hours, initial encounter",MCC,Injury/Poisoning
S06.345A,"Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours with return to pre-existing conscious level, initial encounter",MCC,Injury/Poisoning
S06.346A,"Traumatic hemorrhage of right cerebrum with loss of consciousness greater than 24 hours without return to pre-existing conscious level with patient surviving, initial encounter",MCC,Injury/Poisoning
