provider_number,case_mix_index,total_cases,total_relative_weights,service
500026,1.6740,1979,3312.78,Medium-High Complexity
500027,2.0753,3606,7483.59,High Complexity
500030,1.8419,4514,8314.19,Medium-High Complexity
500031,1.5657,1217,1905.45,Medium-High Complexity
500033,1.5268,710,1084.02,Medium-High Complexity
500036,1.6391,3007,4928.91,Medium-High Complexity
500037,1.2973,101,131.02,Medium Complexity
500039,2.1345,5334,11385.57,High Complexity
500041,1.6389,1423,2332.12,Medium-High Complexity
500044,2.3292,2629,6123.50,High Complexity
500050,2.0764,3808,7907.08,High Complexity
500051,2.0622,3014,6215.61,High Complexity
500052,1.4608,18,26.29,Medium Complexity
500053,1.6261,1479,2405.06,Medium-High Complexity
500054,2.6464,5570,14740.38,High Complexity
500058,1.9965,5763,11505.56,Medium-High Complexity
500060,1.4635,378,553.22,Medium Complexity
500064,2.6569,2850,7572.04,High Complexity
500072,1.6301,1705,2779.37,Medium-High Complexity
500077,1.8148,1747,3170.49,Medium-High Complexity
500079,1.7197,5058,8698.12,Medium-High Complexity
500084,1.3393,250,334.84,Medium Complexity
500088,1.9201,3244,6228.82,Medium-High Complexity
500108,2.3398,3952,9246.79,High Complexity
500119,1.6778,1284,2154.30,Medium-High Complexity
500124,1.7067,3470,5922.23,Medium-High Complexity
500129,2.2197,5096,11311.63,High Complexity
500139,1.8558,1409,2614.88,Medium-High Complexity
500141,1.7187,1753,3012.94,Medium-High Complexity
500150,1.7849,2091,3732.28,Medium-High Complexity
500151,1.5570,2784,4334.75,Medium-High Complexity
500152,1.7567,1689,2966.99,Medium-High Complexity
500154,1.3189,532,701.67,Medium Complexity
510001,2.2788,7603,17325.89,High Complexity
510002,1.3976,776,1084.50,Medium Complexity
510006,1.7005,3550,6036.77,Medium-High Complexity
510007,2.0836,3724,7759.17,High Complexity
510008,1.6452,2063,3393.95,Medium-High Complexity
510012,1.2504,295,368.87,Medium Complexity
510013,1.4018,860,1205.51,Medium Complexity
510022,2.0511,7966,16339.32,High Complexity
510023,1.4085,2411,3395.83,Medium Complexity
510024,1.9220,2459,4726.32,Medium-High Complexity
510029,1.6297,2338,3810.26,Medium-High Complexity
510030,1.4995,682,1022.68,Medium Complexity
510031,1.3606,44,59.87,Medium Complexity
510038,1.3836,304,420.61,Medium Complexity
510046,1.5778,2263,3570.57,Medium-High Complexity
510048,1.4745,1038,1530.57,Medium Complexity
510050,1.8394,3237,5954.11,Medium-High Complexity
510055,1.9528,2070,4042.32,Medium-High Complexity
510058,1.5790,4111,6491.32,Medium-High Complexity
510062,1.5836,1169,1851.23,Medium-High Complexity
510070,1.7189,2898,4981.24,Medium-High Complexity
510072,1.1666,217,253.14,Low-Medium Complexity
510086,1.0302,85,87.57,Low-Medium Complexity
510091,2.3317,15,34.98,High Complexity
510093,1.2103,59,71.41,Medium Complexity
520002,1.4439,760,1097.38,Medium Complexity
520004,1.7070,1769,3019.74,Medium-High Complexity
520008,1.7686,3074,5436.57,Medium-High Complexity
520009,1.8452,1435,2647.93,Medium-High Complexity
520011,1.4135,432,610.62,Medium Complexity
520013,1.8986,630,1196.12,Medium-High Complexity
520017,0.9766,62,60.55,Low Complexity
520019,1.5757,609,959.58,Medium-High Complexity
520021,1.7409,1782,3102.20,Medium-High Complexity
520028,1.4970,925,1384.69,Medium Complexity
520030,2.3740,3567,8468.12,High Complexity
520033,1.5932,547,871.50,Medium-High Complexity
520034,1.5190,490,744.31,Medium-High Complexity
520035,1.5362,1437,2207.54,Medium-High Complexity
520037,2.2104,2699,5966.00,High Complexity
520038,1.4525,348,505.46,Medium Complexity
520041,1.4257,407,580.25,Medium Complexity
520044,1.4768,333,491.78,Medium Complexity
520045,1.9977,1262,2521.12,Medium-High Complexity
520049,2.4078,1519,3657.49,High Complexity
520051,1.9975,2411,4815.98,Medium-High Complexity
520057,1.3591,616,837.22,Medium Complexity
520059,1.5811,815,1288.59,Medium-High Complexity
520062,1.4802,797,1179.69,Medium Complexity
520063,1.5421,1016,1566.81,Medium-High Complexity
520066,1.8058,1669,3013.89,Medium-High Complexity
520070,1.9710,4797,9455.08,Medium-High Complexity
520071,1.5531,476,739.28,Medium-High Complexity
520075,2.2580,1659,3746.10,High Complexity
520076,1.5134,281,425.27,Medium-High Complexity
520078,1.4682,309,453.66,Medium Complexity
520083,2.0757,6497,13485.83,High Complexity
520087,2.0852,3637,7583.72,High Complexity
520088,1.8436,1252,2308.13,Medium-High Complexity
520089,1.6170,3608,5834.26,Medium-High Complexity
520091,1.4852,333,494.57,Medium Complexity
520095,1.4578,382,556.89,Medium Complexity
520096,1.5797,1502,2372.76,Medium-High Complexity
520097,1.5828,751,1188.69,Medium-High Complexity
520098,2.4267,9111,22109.69,High Complexity
520100,1.6281,1348,2194.64,Medium-High Complexity
520102,1.4612,907,1325.27,Medium Complexity
520103,1.6876,1946,3284.14,Medium-High Complexity
520107,1.5609,481,750.77,Medium-High Complexity
520109,1.4635,203,297.09,Medium Complexity
520113,1.4826,726,1076.37,Medium Complexity
520116,1.4647,643,941.80,Medium Complexity
520136,1.6604,1924,3194.59,Medium-High Complexity
520138,2.2461,7693,17279.29,High Complexity
520139,1.5429,1680,2592.00,Medium-High Complexity
520160,2.0910,1544,3228.45,High Complexity
520177,2.3786,7476,17782.15,High Complexity
520189,1.6940,2005,3396.56,Medium-High Complexity
520193,2.0834,1797,3743.94,High Complexity
520194,2.1588,324,699.45,High Complexity
520196,2.4148,118,284.94,High Complexity
520198,1.7095,881,1506.09,Medium-High Complexity
520202,1.9699,979,1928.51,Medium-High Complexity
520205,2.1709,142,308.26,High Complexity
520206,1.7002,1363,2317.31,Medium-High Complexity
520207,1.8455,2246,4144.94,Medium-High Complexity
520208,1.4195,917,1301.65,Medium Complexity
520210,1.6829,614,1033.30,Medium-High Complexity
520212,1.5030,376,565.14,Medium-High Complexity
520213,1.1402,119,135.68,Low-Medium Complexity
520214,1.2244,49,59.99,Medium Complexity
520215,1.2270,49,60.12,Medium Complexity
530002,1.5583,710,1106.41,Medium-High Complexity
530006,1.5531,870,1351.23,Medium-High Complexity
530008,1.3326,639,851.52,Medium Complexity
530012,1.9620,3431,6731.64,Medium-High Complexity
530014,1.7250,2934,5061.04,Medium-High Complexity
530015,1.6232,721,1170.29,Medium-High Complexity
530025,1.4708,570,838.38,Medium Complexity
530034,2.7120,35,94.92,High Complexity
670005,2.3878,63,150.43,High Complexity
670006,3.1457,188,591.39,High Complexity
670008,2.2980,262,602.07,High Complexity
670023,1.8714,2620,4903.17,Medium-High Complexity
670025,3.7865,3295,12476.50,High Complexity
670031,1.5489,507,785.27,Medium-High Complexity
670034,2.1071,3609,7604.64,High Complexity
670041,1.9106,2351,4491.73,Medium-High Complexity
670043,1.6155,1295,2092.01,Medium-High Complexity
670044,1.5951,1170,1866.26,Medium-High Complexity
670047,1.9553,1524,2979.92,Medium-High Complexity
670049,3.1345,431,1350.96,High Complexity
670053,1.8488,620,1146.27,Medium-High Complexity
670054,2.2753,117,266.21,High Complexity
670055,1.9454,4776,9291.13,Medium-High Complexity
670056,1.8710,1960,3667.18,Medium-High Complexity
670059,3.1809,162,515.31,High Complexity
670060,1.7455,946,1651.23,Medium-High Complexity
670062,1.1131,90,100.18,Low-Medium Complexity
670067,2.2914,708,1622.31,High Complexity
670068,1.8624,1278,2380.17,Medium-High Complexity
670069,2.3506,144,338.48,High Complexity
670071,3.4644,411,1423.85,High Complexity
670073,3.7692,235,885.76,High Complexity
670075,1.7843,726,1295.37,Medium-High Complexity
670076,2.0990,101,212.00,High Complexity
670077,1.8481,3529,6521.83,Medium-High Complexity
670078,1.1546,223,257.47,Low-Medium Complexity
670080,1.6316,860,1403.19,Medium-High Complexity
670082,1.7303,3223,5576.69,Medium-High Complexity
670085,1.6189,1244,2013.91,Medium-High Complexity
670088,1.9500,2250,4387.47,Medium-High Complexity
670090,1.6031,250,400.77,Medium-High Complexity
670098,1.6137,1184,1910.60,Medium-High Complexity
670102,1.8503,90,166.53,Medium-High Complexity
670103,1.7938,890,1596.45,Medium-High Complexity
670106,1.9635,599,1176.11,Medium-High Complexity
670107,1.1267,32,36.05,Low-Medium Complexity
670108,1.4728,814,1198.88,Medium Complexity
670109,3.3669,26,87.54,High Complexity
670112,3.3363,146,487.11,High Complexity
670115,1.0423,18,18.76,Low-Medium Complexity
670116,2.2710,9,20.44,High Complexity
670120,1.8307,1057,1935.06,Medium-High Complexity
670122,1.8218,5085,9263.90,Medium-High Complexity
670124,1.3184,76,100.20,Medium Complexity
670128,1.3738,286,392.92,Medium Complexity
670131,1.6150,74,119.51,Medium-High Complexity
670132,2.1492,107,229.96,High Complexity
670134,1.0006,41,41.02,Low-Medium Complexity
670135,3.7823,3,11.35,High Complexity
670136,1.4553,173,251.76,Medium Complexity
670259,1.0842,22,23.85,Low-Medium Complexity
670260,1.6221,1039,1685.32,Medium-High Complexity
670265,3.6931,101,373.01,High Complexity
670266,2.4872,35,87.05,High Complexity
670267,2.9691,42,124.70,High Complexity
670280,3.6178,42,151.95,High Complexity
670285,1.0381,22,22.84,Low-Medium Complexity
670300,1.5946,444,707.99,Medium-High Complexity
670309,1.6965,262,444.47,Medium-High Complexity
670314,0.6252,2,1.25,Low Complexity
670319,1.3770,30,41.31,Medium Complexity
670320,1.1036,13,14.35,Low-Medium Complexity
670321,1.5992,34,54.37,Medium-High Complexity
670322,3.2854,20,65.71,High Complexity
670323,1.2839,1,1.28,Medium Complexity
670326,1.2284,2,2.46,Medium Complexity
670330,0.7966,3,2.39,Low Complexity
670333,1.4586,8,11.67,Medium Complexity
